sample	AMIKACIN	AMINOGLYCOSIDE	APRAMYCIN	AZITHROMYCIN	BETA-LACTAM	BLEOMYCIN	CEFTAROLINE	CEPHALOSPORIN	CHLORAMPHENICOL	CLARITHROMYCIN	CLINDAMYCIN	DAPTOMYCIN	ERYTHROMYCIN	FLORFENICOL	FOSFOMYCIN	FUSIDIC ACID	FUSIDIC_ACID	GENTAMICIN	KANAMYCIN	LINCOMYCIN	LINCOSAMIDE	LINEZOLID	METHICILLIN	MUPIROCIN	PRISTINAMYCIN	QUATERNARY AMMONIUM	QUINOLONE	RIFAMPIN	SPECTINOMYCIN	SPIRAMYCIN	STREPTOGRAMIN	STREPTOGRAMIN B	STREPTOMYCIN	STREPTOTHRICIN	SULFONAMIDE	TELITHROMYCIN	TETRACYCLINE	TOBRAMYCIN	TRIMETHOPRIM	TYLOSIN
16870_3#6	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	R	S	S
16870_3#7	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	R	S	S
16870_3#9	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#8	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#10	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	R	S	S
16870_3#12	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	R	S	S
16870_3#11	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
18090_5#19	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#13	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#18	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	S	R
16870_3#19	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	S	R	S
16870_3#20	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	S	R	S
18090_5#20	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
16870_3#23	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	R	S	S	S	R	R	R	R	R	R	R	S
16870_3#27	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
18090_5#21	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#28	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_3#30	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#31	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#36	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S
16870_3#37	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S
16870_3#72	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	R	S	S
16870_3#73	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_3#39	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
18090_5#22	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#40	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#76	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#77	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#79	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#78	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_4#1	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#83	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_3#61	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	R	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
18090_5#24	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
18090_5#25	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	R	R	R	R	R	R	R	R	R
16870_3#67	R	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	R	R	S	S	S	R	R	S	R	R	S	R	S	S	R	R	R	R	R	R	R	R	R
16870_4#3	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	R	S	S
16870_4#4	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_4#15	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#16	S	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#6	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#8	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#7	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#17	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_4#18	R	S	S	S	R	S	S	S	S	S	R	R	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_4#19	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#20	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	S	S	S	S	S	R	R	S	S
16870_4#21	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
18090_5#28	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
16870_4#24	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#23	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#30	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_4#29	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
16870_4#42	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	R	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#43	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	R	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#47	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#48	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#49	R	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	R	R
16870_4#51	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#52	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
16870_4#60	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#61	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	R	S	R	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#71	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#72	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
16870_4#77	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
16870_4#78	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
17150_1#3	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
17150_1#4	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
17150_1#5	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
17150_1#6	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
17150_1#7	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
17150_1#10	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	R	S	S	S	S	S	R	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
17150_1#11	R	S	S	S	R	S	S	S	S	S	R	S	R	S	R	S	S	R	R	S	S	S	R	S	S	R	R	S	S	S	S	R	S	S	S	S	R	R	S	R
17150_1#19	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
17150_1#18	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
17150_1#23	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
17150_1#24	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	R	S
17150_1#49	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
17150_1#50	S	S	S	S	R	S	S	S	S	S	R	S	R	S	S	S	S	S	S	S	S	R	R	S	S	S	R	S	S	S	S	R	S	S	S	S	R	S	R	R
ERR1903977	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903978	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903979	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903981	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903980	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903982	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
ERR1903983	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
ERR1903984	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
ERR1903986	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
ERR1903985	S	S	S	R	R	S	S	S	S	R	R	S	R	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	R	R	S	S	S
ERR1903987	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903988	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903990	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903991	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903989	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903992	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903994	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903996	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903995	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903993	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903997	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903998	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1903999	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904000	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904001	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904002	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904003	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904004	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904005	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904006	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904007	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904008	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904010	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904009	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904011	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904012	S	S	S	S	R	S	S	S	R	S	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904013	S	S	S	S	R	S	S	S	R	S	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904015	S	S	S	S	R	S	S	S	R	S	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904014	S	S	S	S	R	S	S	S	R	S	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904016	S	S	S	S	R	S	S	S	R	S	S	S	S	R	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904017	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904018	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904019	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904020	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904021	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904022	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904025	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904024	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904023	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904026	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904032	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904035	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904033	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904034	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904036	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904037	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904038	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904039	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904041	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904040	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904027	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
ERR1904029	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
ERR1904030	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
ERR1904028	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
ERR1904031	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	R	S
ERR1904042	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904043	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904044	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904045	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904046	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904047	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904049	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904051	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904050	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904048	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
ERR1904052	S	S	S	S	R	S	S	S	S	S	S	S	S	S	R	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	S	R	S	S	S
